id,date,value
160077920,2024-07-04,4388360191
160077920,2024-07-05,5546934272
160077920,2024-07-06,5714141184
160077920,2024-07-07,5714161663
160077920,2024-07-08,5714210816
160077920,2024-07-09,5730959360
160077920,2024-07-10,5730893824
160077920,2024-07-11,5747490816
160077920,2024-07-12,5747478528
160077920,2024-07-13,5764349951
160077920,2024-07-14,5764222976
160077920,2024-07-15,5764345856
160077920,2024-07-16,5781164032
160077920,2024-07-17,5781213184
160077920,2024-07-18,5798117376
160077920,2024-07-19,5798158336
160077920,2024-07-20,5797928959
160077920,2024-07-21,5806319688
160077920,2024-07-22,5814722559
160077920,2024-07-23,5832015871
160077920,2024-07-24,5831962623
160077920,2024-07-25,5848797184
160077920,2024-07-26,5849030656
160077920,2024-07-27,5857466428
160077920,2024-07-28,5865914367
160077920,2024-07-29,5874231543
160077920,2024-07-30,5882560512
160077920,2024-07-31,5899358207
160077920,2024-08-01,5907731654
160077920,2024-08-02,5916116986
160077920,2024-08-03,5924514220
160077920,2024-08-04,5932923373
160077920,2024-08-05,5941344462
160077920,2024-08-06,5949777503
160077920,2024-08-07,5958222515
160077920,2024-08-08,5966679512
160077920,2024-08-09,5975148514
160077920,2024-08-10,5983629536
160077920,2024-08-11,5992122596
160077920,2024-08-12,6000627711
160077920,2024-08-13,6017449984
160077920,2024-08-14,6034108416
160077920,2024-08-15,6034161664
160077920,2024-08-16,6050971647
160077920,2024-08-17,6067814400
160077920,2024-08-18,6067867648
160077920,2024-08-19,6084677632
160077920,2024-08-20,6101512191
160077920,2024-08-21,6118551552
160077920,2024-08-22,6135656448
160077920,2024-08-23,6169264127
160077920,2024-08-24,6219890687
160077920,2024-08-25,6270312448
160077920,2024-08-26,6287269887
160077920,2024-08-27,6321016832
160077920,2024-08-28,6354718720
160077920,2024-08-29,6405218304
160077920,2024-08-30,6439006208
160077920,2024-08-31,6472421376
160077920,2024-09-01,6472323072
160077920,2024-09-02,6472294400
160077920,2024-09-03,6489239551
160077920,2024-09-04,6522884096
160077920,2024-09-05,6556446720
160077920,2024-09-06,6623469568
160077920,2024-09-07,6657257472
160077920,2024-09-08,6657269759
160077920,2024-09-09,6673874944
160077920,2024-09-10,6707736575
160077920,2024-09-11,6742097919
160077920,2024-09-12,6792548351
160077920,2024-09-13,6809198592
160077920,2024-09-14,6876389376
160077920,2024-09-15,6926966784
160077920,2024-09-16,6977429504
160077920,2024-09-17,7027683327
160077920,2024-09-18,7095103488
160077920,2024-09-19,7179325439
160077920,2024-09-20,7221260287
160077920,2024-09-21,7254740992
160077920,2024-09-22,7271473152
160077920,2024-09-23,7271440383
160077920,2024-09-24,7271211008
160077920,2024-09-25,7288029183
160077920,2024-09-26,7304785920
160077920,2024-09-27,7304757248
160077920,2024-09-28,7305039872
160077920,2024-09-29,7305035776
160077920,2024-09-30,7305035776
160077920,2024-10-01,7321825280
160077920,2024-10-02,7321837567
160077920,2024-10-03,7321853951
160077920,2024-10-04,7338713088
160077920,2024-10-05,7338811392
160077920,2024-10-06,7338569728
160077920,2024-10-07,7338582015
160077920,2024-10-08,7355412479
160077920,2024-10-09,7423246882
160077920,2024-10-10,7491706879
160077920,2024-10-11,7508934655
160077920,2024-10-12,7508938751
160077920,2024-10-13,7508934655
160077920,2024-10-14,7525953536
160077920,2024-10-15,7530239409
160077920,2024-10-16,7534527723
160077920,2024-10-17,7538818480
160077920,2024-10-18,7543111679
